Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption,Month
2017-12-01 06:30:00,15.6,79.6,0.08,0.04,0.133,21298.85932,12
2017-12-01 06:40:00,15.6,78.8,0.079,0.048,0.133,20234.22053,12
2017-12-01 06:50:00,15.69,78.5,0.08,0.033,0.171,19023.57414,12
2017-12-01 07:00:00,15.61,78.0,0.076,0.048,0.163,18476.04563,12
2017-12-01 07:10:00,15.51,77.9,0.078,0.026,0.189,18190.11407,12
2017-12-01 07:20:00,15.48,77.8,0.077,0.044,0.174,18269.20152,12
2017-12-01 07:30:00,15.49,77.7,0.081,0.07,0.148,18561.21673,12
2017-12-01 07:40:00,15.53,77.5,0.082,0.051,0.178,18871.48289,12
2017-12-01 07:50:00,15.44,78.0,0.081,0.282,0.363,18938.40304,12
2017-12-01 08:00:00,15.45,77.9,0.083,1.624,1.65,19339.92395,12
2017-12-01 08:10:00,15.39,78.0,0.077,4.939,4.905,19850.95057,12
2017-12-01 08:20:00,15.41,77.8,0.081,15.56,14.72,20094.29658,12
2017-12-01 08:30:00,15.46,76.5,0.079,36.77,33.05,20647.90875,12
2017-12-01 08:40:00,15.61,76.1,0.083,77.0,67.06,20921.673,12
2017-12-01 08:50:00,15.7,75.3,0.08,92.1,71.7,21280.60837,12
2017-12-01 09:00:00,15.56,75.6,0.082,98.7,61.71,21822.05323,12
2017-12-01 09:10:00,15.63,75.1,0.083,128.4,60.09,22485.1711,12
2017-12-01 09:20:00,15.82,75.0,0.081,180.7,80.1,22929.27757,12
2017-12-01 09:30:00,15.99,73.7,0.082,178.1,76.6,23714.06844,12
2017-12-01 09:40:00,16.06,73.5,0.084,194.8,78.7,24602.28137,12
2017-12-01 09:50:00,16.28,73.1,0.081,237.0,71.5,25253.23194,12
2017-12-01 10:00:00,16.37,72.7,0.08,263.9,66.82,25739.92395,12
2017-12-01 10:10:00,16.5,73.3,0.084,291.1,68.45,25819.01141,12
2017-12-01 10:20:00,16.65,73.4,0.082,316.1,70.2,26092.77567,12
2017-12-01 10:30:00,16.78,71.8,0.078,333.2,69.62,26494.29658,12
2017-12-01 10:40:00,17.03,70.9,0.083,382.2,91.0,26877.56654,12
2017-12-01 10:50:00,17.54,67.62,0.079,466.4,153.8,27084.41065,12
2017-12-01 11:00:00,17.76,67.22,0.083,506.1,174.2,27437.26236,12
2017-12-01 11:10:00,17.79,67.28,0.084,500.9,161.8,27808.36502,12
2017-12-01 11:20:00,17.74,66.58,0.084,469.4,105.4,28015.20913,12
2017-12-01 11:30:00,17.81,66.22,0.085,479.9,100.9,28142.96578,12
2017-12-01 11:40:00,17.99,64.42,0.083,482.9,81.9,28775.6654,12
2017-12-01 11:50:00,18.62,60.81,0.084,505.0,96.8,28739.1635,12
2017-12-01 12:00:00,18.88,59.75,0.082,542.7,126.2,28556.65399,12
2017-12-01 12:10:00,19.03,59.48,0.084,533.0,110.9,28246.38783,12
2017-12-01 12:20:00,18.96,59.78,0.08,514.8,77.0,28106.46388,12
2017-12-01 12:30:00,18.91,60.58,0.083,512.1,70.0,27771.86312,12
2017-12-01 12:40:00,18.99,60.01,0.083,506.5,62.06,27796.19772,12
2017-12-01 12:50:00,19.02,59.91,0.084,503.6,61.95,28088.21293,12
2017-12-01 13:00:00,19.2,58.91,0.083,509.2,62.69,28453.23194,12
2017-12-01 13:10:00,19.39,58.67,0.082,509.8,68.23,28702.6616,12
2017-12-01 13:20:00,19.6,58.71,0.082,516.3,74.2,28952.09125,12
2017-12-01 13:30:00,19.27,59.91,0.08,499.0,69.88,28745.24715,12
2017-12-01 13:40:00,19.16,60.74,0.082,489.3,67.41,28702.6616,12
2017-12-01 13:50:00,19.17,60.71,0.085,481.6,66.97,28520.15209,12
2017-12-01 14:00:00,19.28,58.64,0.085,474.7,67.35,28136.88213,12
2017-12-01 14:10:00,19.27,57.37,0.085,462.3,68.52,27899.61977,12
2017-12-01 14:20:00,19.39,55.8,0.086,419.3,86.7,27765.77947,12
2017-12-01 14:30:00,19.27,57.57,0.084,400.4,116.2,27419.01141,12
2017-12-01 14:40:00,19.19,58.81,0.084,346.5,153.3,27339.92395,12
2017-12-01 14:50:00,18.91,59.21,0.083,188.5,123.7,27139.1635,12
2017-12-01 15:00:00,18.86,60.34,0.083,203.2,156.3,26792.39544,12
2017-12-01 15:10:00,18.82,61.01,0.085,212.5,198.1,26926.23574,12
2017-12-01 15:20:00,18.77,60.98,0.085,156.4,155.6,26816.73004,12
2017-12-01 15:30:00,18.63,61.91,0.082,62.55,60.7,26841.06464,12
2017-12-01 15:40:00,18.56,62.18,0.082,70.6,72.9,26579.46768,12
2017-12-01 15:50:00,18.47,62.21,0.083,40.07,40.05,26439.54373,12
2017-12-01 16:00:00,18.4,62.4,0.082,50.89,51.8,26390.87452,12
2017-12-01 16:10:00,18.36,62.71,0.08,48.47,49.81,26348.28897,12
2017-12-01 16:20:00,18.45,62.61,0.081,150.7,171.5,26476.04563,12
2017-12-01 16:30:00,18.56,62.31,0.082,133.3,161.5,26853.23194,12
2017-12-01 16:40:00,18.43,62.78,0.084,134.6,155.7,27449.42966,12
2017-12-01 16:50:00,18.41,62.67,0.084,131.0,153.4,27680.60837,12
2017-12-01 17:00:00,18.3,62.94,0.085,116.6,137.2,28806.08365,12
2017-12-01 17:10:00,18.2,63.31,0.084,98.2,116.8,30351.3308,12
2017-12-01 17:20:00,18.02,64.07,0.084,69.16,84.6,33204.56274,12
2017-12-01 17:30:00,17.73,64.97,0.084,43.11,53.54,34871.48289,12
2017-12-01 17:40:00,17.47,66.01,0.085,16.06,18.0,35266.92015,12
2017-12-01 17:50:00,17.18,66.84,0.085,7.69,7.97,35333.8403,12
2017-12-01 18:00:00,16.95,67.78,0.084,4.266,4.479,35546.76806,12
2017-12-01 18:10:00,16.77,68.65,0.083,1.826,1.972,35638.02281,12
2017-12-01 18:20:00,16.56,69.68,0.084,0.424,0.493,35443.34601,12
2017-12-01 18:30:00,16.36,70.9,0.08,0.062,0.141,35565.01901,12
2017-12-01 18:40:00,16.26,71.4,0.084,0.059,0.122,35704.94297,12
2017-12-01 18:50:00,16.21,71.6,0.084,0.044,0.122,35498.09886,12
2017-12-01 19:00:00,16.09,72.2,0.082,0.044,0.1,35388.59316,12
2017-12-01 19:10:00,15.98,72.4,0.08,0.018,0.182,35498.09886,12
2017-12-01 19:20:00,15.99,72.5,0.079,0.026,0.089,35504.18251,12
2017-12-01 19:30:00,15.96,72.6,0.081,0.04,0.145,35473.76426,12
2017-12-01 19:40:00,15.84,72.8,0.08,0.051,0.137,35169.58175,12
2017-12-01 19:50:00,15.65,73.5,0.084,0.08,0.093,35193.91635,12
2017-12-01 20:00:00,15.62,73.5,0.083,0.015,0.119,35023.57414,12
2017-12-01 20:10:00,15.51,73.8,0.084,0.022,0.167,35522.43346,12
2017-12-01 20:20:00,15.36,74.8,0.081,0.044,0.137,35704.94297,12
2017-12-01 20:30:00,15.28,75.6,0.082,0.059,0.119,35656.27376,12
2017-12-01 20:40:00,15.29,75.6,0.084,0.048,0.141,35443.34601,12
2017-12-01 20:50:00,15.22,75.7,0.084,0.037,0.122,35254.75285,12
2017-12-01 21:00:00,15.1,76.1,0.082,0.033,0.148,35029.65779,12
2017-12-01 21:10:00,14.94,76.8,0.086,0.048,0.152,34889.73384,12
2017-12-01 21:20:00,14.94,76.8,0.085,0.033,0.148,34871.48289,12
2017-12-01 21:30:00,15.01,76.3,0.082,0.044,0.133,34323.95437,12
2017-12-01 21:40:00,15.03,76.1,0.081,0.026,0.174,33806.84411,12
2017-12-01 21:50:00,15.14,75.8,0.083,0.044,0.111,33593.91635,12
2017-12-01 22:00:00,15.07,75.6,0.086,0.044,0.115,33344.48669,12
2017-12-01 22:10:00,15.08,75.9,0.083,0.029,0.137,33009.88593,12
2017-12-01 22:20:00,15.28,75.7,0.088,0.026,0.141,32565.77947,12
2017-12-01 22:30:00,15.33,74.0,0.085,0.055,0.108,32261.59696,12
2017-12-01 22:40:00,15.17,74.0,0.087,0.033,0.159,31872.24335,12
2017-12-01 22:50:00,15.06,74.3,0.081,0.051,0.208,31026.61597,12
2017-12-01 23:00:00,15.49,73.9,0.084,0.044,0.119,30637.26236,12
2017-12-01 23:10:00,15.44,72.5,0.085,0.044,0.133,30351.3308,12
2017-12-01 23:20:00,15.46,72.3,0.085,0.037,0.178,29864.63878,12
2017-12-01 23:30:00,15.49,71.5,0.084,0.037,0.159,28994.67681,12
2017-12-01 23:40:00,15.55,71.3,0.085,0.037,0.1,28118.63118,12
2017-12-01 23:50:00,15.45,71.5,0.083,0.04,0.104,27589.35361,12
2017-12-02 00:00:00,14.97,73.8,0.084,0.059,0.122,26883.65019,12
2017-12-02 00:10:00,14.84,75.0,0.082,0.059,0.137,26244.86692,12
2017-12-02 00:20:00,15.12,73.9,0.084,0.037,0.133,25557.41445,12
2017-12-02 00:30:00,15.34,72.9,0.082,0.04,0.189,24949.04943,12
2017-12-02 00:40:00,15.78,69.62,0.082,0.029,0.215,24444.10646,12
2017-12-02 00:50:00,16.12,67.85,0.078,0.051,0.145,23987.8327,12
2017-12-02 01:00:00,16.18,64.77,0.082,0.055,0.159,23762.73764,12
2017-12-02 01:10:00,16.22,64.84,0.082,0.048,0.174,23434.22053,12
2017-12-02 01:20:00,15.93,66.21,0.082,0.055,0.108,23069.20152,12
2017-12-02 01:30:00,15.89,66.17,0.082,0.037,0.133,22856.27376,12
2017-12-02 01:40:00,16.89,61.97,0.082,0.048,0.141,22588.59316,12
2017-12-02 01:50:00,17.41,54.99,0.081,0.055,0.1,22229.65779,12
2017-12-02 02:00:00,17.38,55.66,0.08,0.029,0.119,21937.64259,12
2017-12-02 02:10:00,17.27,55.8,0.08,0.026,0.182,21773.38403,12
2017-12-02 02:20:00,16.59,61.61,0.085,0.051,0.13,21688.21293,12
2017-12-02 02:30:00,16.15,62.84,0.085,0.029,0.163,21396.19772,12
2017-12-02 02:40:00,16.1,63.47,0.084,0.044,0.137,21523.95437,12
2017-12-02 02:50:00,16.18,63.57,0.088,0.04,0.159,21323.19392,12
2017-12-02 03:00:00,16.18,63.94,0.087,0.033,0.126,21329.27757,12
2017-12-02 03:10:00,16.29,63.77,0.087,0.04,0.178,21359.69582,12
2017-12-02 03:20:00,16.22,65.14,0.084,0.044,0.159,21250.19011,12
2017-12-02 03:30:00,15.89,69.48,0.084,0.059,0.189,21158.93536,12
2017-12-02 03:40:00,15.44,72.7,0.082,0.055,0.13,21146.76806,12
2017-12-02 03:50:00,15.2,74.7,0.081,0.055,0.13,21092.01521,12
2017-12-02 04:00:00,14.99,75.4,0.083,0.04,0.156,20982.50951,12
2017-12-02 04:10:00,15.05,75.5,0.088,0.029,0.204,20812.1673,12
2017-12-02 04:20:00,15.36,74.1,0.089,0.026,0.152,20720.91255,12
2017-12-02 04:30:00,15.8,70.3,0.087,0.026,0.156,20818.25095,12
2017-12-02 04:40:00,15.82,66.98,0.082,0.026,0.174,20848.6692,12
2017-12-02 04:50:00,15.79,67.01,0.086,0.022,0.141,20933.8403,12
2017-12-02 05:00:00,15.65,66.12,0.086,0.033,0.156,20976.42586,12
2017-12-02 05:10:00,15.69,64.91,0.082,0.051,0.189,21098.09886,12
2017-12-02 05:20:00,15.54,65.15,0.085,0.033,0.141,21085.93156,12
2017-12-02 05:30:00,14.58,69.22,0.086,0.033,0.226,21311.02662,12
2017-12-02 05:40:00,15.12,68.88,0.079,0.055,0.126,21913.30798,12
2017-12-02 05:50:00,15.48,64.28,0.081,0.044,0.171,21767.30038,12
2017-12-02 06:00:00,15.56,63.51,0.083,0.073,0.082,21085.93156,12
2017-12-02 06:10:00,15.71,61.27,0.087,0.048,0.137,21536.12167,12
2017-12-02 06:20:00,15.38,63.24,0.085,0.044,0.182,21420.53232,12
2017-12-02 06:30:00,15.35,63.88,0.085,0.04,0.1,20733.07985,12
2017-12-02 06:40:00,15.54,61.71,0.081,0.055,0.115,20234.22053,12
2017-12-02 06:50:00,15.39,62.94,0.079,0.051,0.159,19060.07605,12
2017-12-02 07:00:00,15.55,62.84,0.088,0.033,0.122,18749.80989,12
2017-12-02 07:10:00,15.53,64.08,0.087,0.062,0.1,18232.69962,12
2017-12-02 07:20:00,15.51,64.38,0.085,0.048,0.133,18202.28137,12
2017-12-02 07:30:00,15.73,64.21,0.084,0.044,0.152,18573.38403,12
2017-12-02 07:40:00,15.62,65.22,0.083,0.07,0.145,18688.97338,12
2017-12-02 07:50:00,15.45,67.69,0.083,0.128,0.189,19200.0,12
2017-12-02 08:00:00,15.73,65.58,0.082,0.483,0.604,19777.94677,12
2017-12-02 08:10:00,15.74,65.05,0.075,1.504,1.479,20057.79468,12
2017-12-02 08:20:00,15.93,63.48,0.081,2.956,2.959,20386.31179,12
2017-12-02 08:30:00,16.21,62.05,0.081,7.35,7.59,21110.26616,12
2017-12-02 08:40:00,16.36,60.48,0.084,16.39,16.49,21633.46008,12
2017-12-02 08:50:00,15.75,66.55,0.072,22.62,22.81,21943.72624,12
2017-12-02 09:00:00,15.38,67.15,0.071,24.1,23.84,22527.75665,12
2017-12-02 09:10:00,15.53,67.25,0.072,54.52,54.82,23312.54753,12
2017-12-02 09:20:00,15.56,67.65,0.085,82.2,77.5,24121.673,12
2017-12-02 09:30:00,15.56,69.63,0.089,234.4,106.6,24663.11787,12
2017-12-02 09:40:00,15.72,69.86,0.088,297.4,137.5,24918.63118,12
2017-12-02 09:50:00,16.48,68.89,0.085,276.7,88.7,25825.09506,12
2017-12-02 10:00:00,17.08,62.81,0.083,281.4,61.72,26676.80608,12
2017-12-02 10:10:00,17.29,59.11,0.08,299.3,54.14,26853.23194,12
2017-12-02 10:20:00,17.39,57.54,0.085,319.6,55.19,27327.75665,12
2017-12-02 10:30:00,17.47,58.31,0.083,342.6,62.56,27607.60456,12
2017-12-02 10:40:00,17.54,56.77,0.085,360.5,65.27,27899.61977,12
2017-12-02 10:50:00,17.67,56.94,0.084,379.5,65.06,28635.74144,12
2017-12-02 11:00:00,17.81,57.68,0.086,402.6,71.4,28939.92395,12
2017-12-02 11:10:00,17.93,56.64,0.086,424.1,73.0,29183.26996,12
2017-12-02 11:20:00,18.1,56.24,0.084,439.6,71.2,29280.60837,12
2017-12-02 11:30:00,18.3,56.14,0.085,474.3,89.0,29925.47529,12
2017-12-02 11:40:00,18.31,56.24,0.087,483.6,88.0,29882.88973,12
2017-12-02 11:50:00,18.32,56.04,0.086,496.5,89.4,30059.31559,12
2017-12-02 12:00:00,18.42,54.87,0.085,520.6,102.8,30107.98479,12
2017-12-02 12:10:00,18.49,54.07,0.087,414.2,175.1,30205.32319,12
2017-12-02 12:20:00,18.1,55.37,0.086,213.7,197.4,30180.98859,12
2017-12-02 12:30:00,18.02,57.48,0.086,184.8,186.9,29949.80989,12
2017-12-02 12:40:00,17.65,58.64,0.082,136.1,138.6,29767.30038,12
2017-12-02 12:50:00,17.22,61.28,0.081,63.16,63.67,29870.72243,12
2017-12-02 13:00:00,16.38,65.92,0.082,178.3,182.7,29992.39544,12
2017-12-02 13:10:00,16.26,66.32,0.082,314.1,251.0,30028.89734,12
2017-12-02 13:20:00,16.52,68.16,0.084,250.9,225.8,29980.22814,12
2017-12-02 13:30:00,16.77,67.36,0.081,175.7,177.8,30241.8251,12
2017-12-02 13:40:00,16.98,63.85,0.083,134.5,136.7,29834.22053,12
2017-12-02 13:50:00,16.75,65.82,0.085,62.69,62.66,29171.10266,12
2017-12-02 14:00:00,15.58,69.93,0.081,238.1,175.2,29530.03802,12
2017-12-02 14:10:00,15.93,69.99,0.082,682.2,262.4,29584.79087,12
2017-12-02 14:20:00,16.87,65.12,0.082,629.1,224.0,29536.12167,12
2017-12-02 14:30:00,17.13,60.95,0.08,349.5,209.4,29183.26996,12
2017-12-02 14:40:00,17.02,61.01,0.084,159.0,127.0,28921.673,12
2017-12-02 14:50:00,16.88,61.81,0.08,99.5,99.5,28800.0,12
2017-12-02 15:00:00,16.83,62.88,0.085,259.3,173.2,28459.31559,12
2017-12-02 15:10:00,17.02,62.55,0.081,109.5,104.4,28611.40684,12
2017-12-02 15:20:00,16.88,61.41,0.081,92.0,90.1,28574.90494,12
2017-12-02 15:30:00,16.93,62.48,0.078,81.7,82.0,28380.22814,12
2017-12-02 15:40:00,16.68,64.92,0.079,111.2,112.4,28349.80989,12
2017-12-02 15:50:00,16.39,65.12,0.079,115.9,119.4,28428.89734,12
2017-12-02 16:00:00,16.35,63.62,0.079,81.8,84.7,27863.11787,12
2017-12-02 16:10:00,16.32,63.95,0.081,61.64,64.03,27960.45627,12
2017-12-02 16:20:00,16.42,64.55,0.08,51.22,51.97,28185.55133,12
2017-12-02 16:30:00,16.49,64.08,0.082,58.28,62.97,28465.39924,12
2017-12-02 16:40:00,16.53,63.65,0.083,29.95,28.79,29000.76046,12
2017-12-02 16:50:00,16.6,62.42,0.082,44.43,47.66,29031.17871,12
2017-12-02 17:00:00,16.64,62.68,0.082,96.4,115.3,29560.45627,12
2017-12-02 17:10:00,17.0,57.68,0.082,108.9,133.0,31659.31559,12
2017-12-02 17:20:00,16.96,57.71,0.079,78.4,97.4,34786.31179,12
2017-12-02 17:30:00,16.65,58.48,0.084,30.42,34.81,36520.15209,12
2017-12-02 17:40:00,16.51,59.28,0.084,18.6,19.33,36678.327,12
2017-12-02 17:50:00,16.22,60.44,0.082,11.26,11.29,36848.6692,12
2017-12-02 18:00:00,16.2,59.95,0.08,5.389,5.606,37201.52091,12
2017-12-02 18:10:00,16.12,60.05,0.084,1.431,1.513,37098.09886,12
2017-12-02 18:20:00,16.13,60.11,0.082,0.296,0.234,37055.51331,12
2017-12-02 18:30:00,16.39,57.81,0.083,0.073,0.126,37043.34601,12
2017-12-02 18:40:00,16.43,56.87,0.085,0.048,0.137,36891.25475,12
2017-12-02 18:50:00,16.32,58.34,0.081,0.051,0.096,36812.1673,12
2017-12-02 19:00:00,16.3,59.41,0.077,0.066,0.1,37012.92776,12
2017-12-02 19:10:00,15.97,62.12,0.082,0.055,0.156,36958.1749,12
2017-12-02 19:20:00,15.85,61.92,0.081,0.048,0.122,37165.01901,12
2017-12-02 19:30:00,15.94,61.35,0.083,0.044,0.104,37134.60076,12
2017-12-02 19:40:00,15.93,60.71,0.083,0.066,0.1,37268.44106,12
2017-12-02 19:50:00,15.94,61.15,0.081,0.048,0.093,37128.51711,12
2017-12-02 20:00:00,15.98,61.38,0.079,0.055,0.108,36927.75665,12
2017-12-02 20:10:00,15.9,62.15,0.082,0.059,0.126,36824.3346,12
2017-12-02 20:20:00,15.9,62.58,0.084,0.059,0.111,36605.32319,12
2017-12-02 20:30:00,15.91,62.58,0.085,0.07,0.13,36532.31939,12
2017-12-02 20:40:00,15.87,63.88,0.08,0.055,0.141,36142.96578,12
2017-12-02 20:50:00,15.52,66.59,0.082,0.08,0.13,36063.87833,12
2017-12-02 21:00:00,15.27,66.58,0.083,0.037,0.108,35510.26616,12
2017-12-02 21:10:00,15.35,66.19,0.084,0.059,0.141,35333.8403,12
2017-12-02 21:20:00,15.23,65.49,0.083,0.095,0.052,35218.25095,12
2017-12-02 21:30:00,15.28,65.35,0.08,0.059,0.126,34834.98099,12
2017-12-02 21:40:00,15.27,64.25,0.085,0.044,0.145,34725.47529,12
2017-12-02 21:50:00,15.42,63.65,0.083,0.048,0.163,34524.71483,12
2017-12-02 22:00:00,15.25,62.78,0.083,0.033,0.122,34366.53992,12
2017-12-02 22:10:00,14.96,63.45,0.082,0.037,0.141,34117.11027,12
2017-12-02 22:20:00,14.87,63.99,0.084,0.077,0.093,33733.8403,12
2017-12-02 22:30:00,15.0,63.45,0.08,0.073,0.133,33119.39163,12
2017-12-02 22:40:00,14.96,64.49,0.083,0.055,0.111,32839.54373,12
2017-12-02 22:50:00,14.81,64.99,0.088,0.073,0.115,32127.75665,12
2017-12-02 23:00:00,14.66,67.12,0.085,0.077,0.126,31397.71863,12
2017-12-02 23:10:00,14.31,68.36,0.081,0.088,0.108,30935.36122,12
2017-12-02 23:20:00,14.35,66.72,0.089,0.073,0.1,30375.6654,12
2017-12-02 23:30:00,14.42,66.12,0.086,0.055,0.1,29688.21293,12
2017-12-02 23:40:00,14.46,68.19,0.086,0.059,0.067,28958.1749,12
2017-12-02 23:50:00,14.17,68.86,0.086,0.04,0.108,27942.20532,12
2017-12-03 00:00:00,13.96,71.1,0.085,0.055,0.119,27595.43726,12
2017-12-03 00:10:00,13.6,74.4,0.084,0.044,0.141,27102.6616,12
2017-12-03 00:20:00,13.96,74.0,0.084,0.062,0.163,26658.55513,12
2017-12-03 00:30:00,13.82,72.5,0.082,0.07,0.137,26038.02281,12
2017-12-03 00:40:00,13.76,72.6,0.082,0.048,0.137,25332.31939,12
2017-12-03 00:50:00,13.52,74.2,0.08,0.044,0.115,25009.88593,12
2017-12-03 01:00:00,13.85,73.7,0.081,0.07,0.108,24377.18631,12
2017-12-03 01:10:00,14.49,71.9,0.081,0.051,0.145,24182.50951,12
2017-12-03 01:20:00,14.56,67.62,0.079,0.07,0.119,23762.73764,12
2017-12-03 01:30:00,14.4,69.56,0.085,0.04,0.13,23336.88213,12
2017-12-03 01:40:00,14.09,71.2,0.081,0.062,0.115,22971.86312,12
2017-12-03 01:50:00,14.47,70.1,0.081,0.077,0.096,22728.51711,12
2017-12-03 02:00:00,14.79,68.36,0.079,0.059,0.1,22740.68441,12
2017-12-03 02:10:00,14.93,66.09,0.081,0.08,0.141,22515.58935,12
2017-12-03 02:20:00,14.78,67.19,0.082,0.066,0.159,22290.4943,12
2017-12-03 02:30:00,15.32,63.32,0.078,0.04,0.163,22132.31939,12
2017-12-03 02:40:00,15.36,63.95,0.08,0.084,0.108,21925.47529,12
2017-12-03 02:50:00,15.2,64.52,0.081,0.059,0.104,21639.54373,12
2017-12-03 03:00:00,15.17,64.52,0.078,0.077,0.082,21280.60837,12
2017-12-03 03:10:00,15.12,65.12,0.079,0.029,0.133,21262.35741,12
2017-12-03 03:20:00,15.13,65.75,0.079,0.04,0.122,21195.43726,12
2017-12-03 03:30:00,14.33,73.6,0.084,0.037,0.133,21085.93156,12
2017-12-03 03:40:00,13.61,79.1,0.081,0.048,0.111,21019.01141,12
2017-12-03 03:50:00,13.23,80.8,0.082,0.04,0.156,20836.5019,12
2017-12-03 04:00:00,13.29,80.8,0.083,0.066,0.13,20806.08365,12
2017-12-03 04:10:00,13.33,81.2,0.081,0.132,0.122,20726.9962,12
2017-12-03 04:20:00,13.24,81.5,0.082,0.077,0.119,20763.4981,12
2017-12-03 04:30:00,13.19,81.8,0.081,0.095,0.141,20781.74905,12
2017-12-03 04:40:00,13.53,79.3,0.081,0.066,0.171,20666.1597,12
2017-12-03 04:50:00,13.68,78.4,0.084,0.07,0.141,20781.74905,12
2017-12-03 05:00:00,13.65,77.2,0.086,0.121,0.126,20891.25475,12
2017-12-03 05:10:00,13.69,76.5,0.084,0.077,0.156,20927.75665,12
2017-12-03 05:20:00,13.66,76.2,0.083,0.062,0.141,21006.84411,12
2017-12-03 05:30:00,13.67,75.3,0.084,0.048,0.189,21304.94297,12
2017-12-03 05:40:00,13.68,74.9,0.084,0.077,0.152,22034.98099,12
2017-12-03 05:50:00,13.67,76.0,0.085,0.066,0.141,21797.71863,12
2017-12-03 06:00:00,12.96,76.3,0.078,0.11,0.126,21463.11787,12
2017-12-03 06:10:00,12.64,74.0,0.078,0.07,0.145,21377.94677,12
2017-12-03 06:20:00,13.04,72.5,0.083,0.07,0.152,21165.01901,12
2017-12-03 06:30:00,13.15,70.0,0.086,0.051,0.174,20739.1635,12
2017-12-03 06:40:00,12.92,70.4,0.083,0.08,0.13,19631.93916,12
2017-12-03 06:50:00,12.87,70.4,0.083,0.07,0.174,18500.38023,12
2017-12-03 07:00:00,12.86,70.6,0.087,0.091,0.148,18184.03042,12
2017-12-03 07:10:00,12.92,70.7,0.083,0.062,0.111,17624.3346,12
2017-12-03 07:20:00,12.82,71.4,0.083,0.077,0.137,17709.5057,12
2017-12-03 07:30:00,12.97,71.5,0.087,0.062,0.167,17922.43346,12
2017-12-03 07:40:00,13.01,72.5,0.084,0.066,0.122,17910.26616,12
2017-12-03 07:50:00,13.04,75.4,0.084,0.102,0.197,18098.85932,12
2017-12-03 08:00:00,12.71,76.2,0.08,0.176,0.245,18494.29658,12
2017-12-03 08:10:00,12.84,74.7,0.081,0.531,0.682,18883.65019,12
